Text Command,Topic,Identifier,Action,One Hot Encoded Topic,One Hot Encoded Action,Verb/Noun
created cast called Monitor competition,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
put project Monitor competition at risk,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Monitor competition plan at risk,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Monitor competition project is danger,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",is
Monitor competition chore in review,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Monitor competition project is accomplished,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Monitor competition chance,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
completed plan Monitor competition,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
attribute on target to Monitor competition,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Monitor competition is blocked,Task,Monitor competition,Blocked,"[1,0]","[0,0,0,1,0]",is
Monitor competition project is complete,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",complete
Monitor competition is at adventure,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
task Monitor competition is good,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Monitor competition project is on schedule,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",on schedule
Monitor competition task in survey,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
create new tax Monitor competition,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign Monitor competition on place,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
created baby task called Monitor competition,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
realized task Monitor competition,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
designate task Monitor competition in progress,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign project Monitor competition in progress,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
plan Monitor competition is on schedule,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
complete project Monitor competition,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
on target Monitor competition cast,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
cast Monitor competition complete,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
create radical Monitor competition,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign Monitor competition throw at risk,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Monitor competition plan is on schedule,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
created baby project called Monitor competition,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
start on tax Monitor competition,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign in review to task Monitor competition,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",assign
ascribe at risk to project Monitor competition,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
task Monitor competition complete,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",complete
attribute danger to Monitor competition project,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign peril to Monitor competition project,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
risk Monitor competition cast,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Monitor competition is back on track,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",on track
throw Monitor competition is completed,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
cast Monitor competition is danger,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Monitor competition adventure,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
project Monitor competition is on docket,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
there is a problem with Monitor competition job,Task,Monitor competition,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
create new task called Monitor competition,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",create
Monitor competition was complete,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",complete
completed job Monitor competition,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign Monitor competition labor in review,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
project Monitor competition is at peril,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
peril project Monitor competition,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
in recap Monitor competition,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
started task Monitor competition,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",started
Monitor competition throw risk,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
project Monitor competition hazard,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
delegate on target to Monitor competition,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign on mark to Monitor competition,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
started on Monitor competition chore,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Monitor competition task in advance,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Monitor competition project is completed,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",completed
Monitor competition task realized,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign danger to Monitor competition project,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",assign
assign task Monitor competition in refresh,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Monitor competition project is in peril,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
plan Monitor competition was completed,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign Monitor competition at jeopardy,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
follow-up Monitor competition,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
designate Monitor competition project at risk,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
created new Monitor competition throw,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
task Monitor competition in progress,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",in progress
ascribe on target to Monitor competition project,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
delegate at risk to project Monitor competition,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
blocked Monitor competition task,Task,Monitor competition,Blocked,"[1,0]","[0,0,0,1,0]",blocked
Monitor competition project is risk,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
project Monitor competition over,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Monitor competition task is obstructed,Task,Monitor competition,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
throw Monitor competition on target,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
recap Monitor competition,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
created radical Monitor competition task,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign in advancement to Monitor competition task,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
move Monitor competition to completed,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",move
in progress Monitor competition chore,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
make new Monitor competition task,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
in review Monitor competition task,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",in review
on aim Monitor competition,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Monitor competition on dog,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Monitor competition project is in progress,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
task Monitor competition is thorough,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created Monitor competition task,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",created
create new labor called Monitor competition,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
danger Monitor competition design,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
throw Monitor competition is on target,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
problem with design Monitor competition,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Monitor competition task over,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
trouble with project Monitor competition,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
tax Monitor competition blocked,Task,Monitor competition,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
created project known as Monitor competition,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
start Monitor competition job,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create baby Monitor competition,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign task Monitor competition in build up,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Monitor competition was realized,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created new project called Monitor competition,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",created
plan Monitor competition is danger,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
created new Monitor competition see,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign blocked to Monitor competition task,Task,Monitor competition,Blocked,"[1,0]","[0,0,0,1,0]",assign
started project Monitor competition,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
in build task Monitor competition,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
opening on Monitor competition,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Monitor competition see is in danger,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
task Monitor competition accomplished,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
cast Monitor competition on track,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
in review labor Monitor competition,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
create plan called Monitor competition,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
task Monitor competition blocked,Task,Monitor competition,Blocked,"[1,0]","[0,0,0,1,0]",blocked
put Monitor competition task in progress,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Monitor competition on agenda,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign on target to project Monitor competition,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign Monitor competition in survey,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Monitor competition labor review,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
produce new Monitor competition task,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Monitor competition closed,Task,Monitor competition,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
accomplished Monitor competition task,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
attribute on target to Monitor competition project,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Monitor competition project is in danger,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",is
Monitor competition new chore,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
create plan Monitor competition,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
at jeopardy Monitor competition project,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
designate project Monitor competition at risk,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Monitor competition novel task,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
consummated Monitor competition,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Monitor competition is on dog,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
task Monitor competition is in critique,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Monitor competition project on target,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",on target
created new tax Monitor competition,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
created task known as Monitor competition,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign on target to Monitor competition throw,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
offset Monitor competition,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
on objective project Monitor competition,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Monitor competition back on course,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Monitor competition project game on track,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Monitor competition task good,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Monitor competition plan danger,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
project Monitor competition is thorough,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
created radical Monitor competition,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
project Monitor competition on cover,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
create design called Monitor competition,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
cast Monitor competition is at risk,Project,Monitor competition,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
see Monitor competition is danger,Project,Monitor competition,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Monitor competition task sound,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Monitor competition hot task,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign Monitor competition project in review,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Monitor competition chore completed,Task,Monitor competition,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created Monitor competition throw,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign Monitor competition project on objective,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Monitor competition project is on track,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",on track
task Monitor competition is in recap,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
move Monitor competition to complete,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
created new Monitor competition chore,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
design Monitor competition on schedule,Project,Monitor competition,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
follow-up task Monitor competition,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
created tax called Monitor competition,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
refresh Monitor competition,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
created chore Monitor competition,Task,Monitor competition,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
put in review to task Monitor competition,Task,Monitor competition,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
create Monitor competition cast,Project,Monitor competition,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
accomplished project Monitor competition,Project,Monitor competition,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Monitor competition in progress,Task,Monitor competition,In Progress,"[1,0]","[0,1,0,0,0]",in progress
project Plan campaign back on track,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",on track
assign blocked to labor Plan campaign,Task,Plan campaign,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Plan campaign plan is on track,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign Plan campaign on point,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Plan campaign task out of use,Task,Plan campaign,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Plan campaign throw is on schedule,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
there is a problem with Plan campaign throw,Project,Plan campaign,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
at peril project Plan campaign,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
